Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,1114305.42,2019-10-02T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,6922952.57,2018-11-01T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,5167035.87,2019-01-09T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,4634531,2020-10-02T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,,1920965,2019-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,,1940075,2020-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,,,12342102.38,2019-06-30T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,3656356.31,2020-08-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,659659,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,,3381699.11,2018-12-23T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,2895869.52,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,,5761341.82,2020-08-31T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,32158150.07,2019-12-18T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,3880450,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,,,2888557.83,2019-05-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,7470064.81,2018-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,13152711.37,2020-07-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,Yes,2656155.91,2018-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,Yes,9086916.29,2018-10-31T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,,Yes,,11037102.91,2019-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,1659296.53,2018-10-02T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,5524192.64,2019-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,27031054.75,2020-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,11335308.56,2019-11-15T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,2596586.25,2019-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,1920929,2020-05-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,Yes,10470082.6,2019-07-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,7947016.6,2020-10-31T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,Yes,Yes,,1018957.31,2019-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Under Construction,,,Yes,,955217.57,2019-05-01T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Under Construction,,,Yes,,822278.8,2021-05-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,In Development,2800000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,2500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,3000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,3000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,1000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,900000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,9000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,5500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,5800000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,4400000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,2800000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,2200000,Yes,,,,,,
01 CAPITAL DISTRICT,In Development,9800000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,8000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,8200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,4500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,2000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,3500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,3300000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,6500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,In Development,3600000,,Yes,,,,,
01 CAPITAL DISTRICT,In Development,1200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,430000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,1000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3400000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3400000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,8900000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,1500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,220000,Yes,,Yes,,,,
01 CAPITAL DISTRICT,Future Development,2100000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3500000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,,,,,,,,
01 CAPITAL DISTRICT,Future Development,1300000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3500000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,700000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3500000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3500000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,9700000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,250000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,1500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,8000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,9200000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2600000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,2300000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,5700000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,9000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4300000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,500000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,3000000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,500000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,,,,,,,,
01 CAPITAL DISTRICT,Future Development,180000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,800000,Yes,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,800000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,4000000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,6300000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,12400000,,Yes,,,,,
01 CAPITAL DISTRICT,Future Development,10400000,,Yes,,,,,
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,2091717.6,2018-08-23T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,1900000,,Yes,,,,,
01 CAPITAL DISTRICT,Completed Project,,,Yes,,9602662.52,2018-10-04T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,,,,,3932183.37,2018-11-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,7573103.45,2018-10-29T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,2686380.86,2018-12-01T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,15300000,Yes,Yes,,,2013-09-30T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,20600000,Yes,Yes,,,2014-01-17T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,22000000,Yes,Yes,,,2013-05-19T00:00:00.000,,
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,3777008.46,2018-12-09T00:00:00.000,GREEN,YELLOW
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,729448.77,2018-11-09T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,,Yes,,4059504.39,2018-11-07T00:00:00.000,GREEN,RED
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,2982374.45,2018-12-01T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,3650515.93,2018-12-18T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,Yes,12906400.52,2018-12-01T00:00:00.000,RED,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,22986007.44,2018-11-07T00:00:00.000,GREEN,GREEN
01 CAPITAL DISTRICT,Completed Project,,Yes,Yes,,2937244.1,2018-08-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,4984894,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,3463635,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1034250.31,2019-10-02T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1087433.24,2020-09-30T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1314535.4,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,,Yes,,557370.1,2019-10-30T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,3758694.25,2020-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1772212.01,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,,,1070390.8,2019-12-27T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1712672.9,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,4451749.01,2019-12-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,4796118.68,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,4996012.48,2019-08-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,,Yes,,3639470,2019-11-30T00:00:00.000,GREEN,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,4085779.2,2020-05-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1577837.69,2019-10-31T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,5409746.89,2019-11-30T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,1900000,,Yes,,,,,
02 MOHAWK VALLEY,Under Construction,2100000,,Yes,,,,,
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,2243481.13,2019-07-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,700000,,Yes,,,,,
02 MOHAWK VALLEY,Under Construction,3300000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Under Construction,2500000,,Yes,,,,,
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,3145917.33,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,21059433.73,2019-07-31T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,16515000.67,2020-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,787000,2019-10-01T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,15105120,2020-05-15T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,3146609.56,2019-11-09T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Under Construction,,Yes,Yes,,1407288.82,2019-10-31T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,In Development,3300000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,3400000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,11000000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2000000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,1600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,1500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,900000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2400000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2500000,Yes,,,,,,
02 MOHAWK VALLEY,In Development,,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2500000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,7100000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,4100000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,6700000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,15700000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,1500000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,1100000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,1300000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,3400000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,600000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,4200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,1200000,,Yes,,,,,
02 MOHAWK VALLEY,In Development,500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,8600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,1300000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,4300000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2700000,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,,Yes,Yes,,,,,
02 MOHAWK VALLEY,In Development,2200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,440000,,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,420000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2400000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,700000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,430000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1300000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2400000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2700000,,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3100000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3100000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1700000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2500000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2600000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1000000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,410000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,1800000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,2200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Future Development,500000,,Yes,,,,,
02 MOHAWK VALLEY,Future Development,3200000,Yes,Yes,,,,,
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1128194,2019-07-11T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,3478165.45,2018-09-26T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,4382903.84,2018-11-15T00:00:00.000,YELLOW,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,814666.36,2018-09-24T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1996424.07,2018-11-15T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,5001139.51,2018-09-28T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,3851032.57,2019-06-28T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,Yes,9017413.43,2018-10-26T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,4360622.42,2019-06-25T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,3701407.19,2019-06-13T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Completed Project,,,Yes,,,,,
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1164884.48,2019-06-30T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,56123082.17,2018-10-19T00:00:00.000,RED,YELLOW
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1697627.5,2018-11-29T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,8508690.12,2019-07-12T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,5042345.62,2018-09-30T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,6537465.75,2018-11-29T00:00:00.000,GREEN,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1506258.23,2019-06-25T00:00:00.000,RED,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1211290.64,2018-08-31T00:00:00.000,RED,GREEN
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,605670.13,2018-08-03T00:00:00.000,GREEN,RED
02 MOHAWK VALLEY,Completed Project,,Yes,Yes,,1359110.23,2019-06-14T00:00:00.000,RED,RED
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1890096,2019-05-20T00:00:00.000,GREEN,RED
03 CENTRAL NEW YORK,Under Construction,,,Yes,,3651099.8,2020-05-31T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,4008613.15,2019-12-01T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,3424407,2021-09-06T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,65574549.49,2019-05-29T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,1520699.04,2019-06-20T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,1486828.72,2021-05-31T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,984501,2019-12-21T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,8194178.1,2019-10-30T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2866227.61,2019-06-15T00:00:00.000,RED,RED
03 CENTRAL NEW YORK,Under Construction,,Yes,,,1990343.16,2019-08-18T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,2905187.34,2019-05-17T00:00:00.000,RED,RED
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1548884.88,2019-10-23T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2962518,2019-10-23T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,1888472.5,2018-12-01T00:00:00.000,RED,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,1841972.6,2019-10-16T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,847910,2020-03-21T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2960243.44,2019-09-30T00:00:00.000,RED,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,3938000.3,2019-11-15T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,4142862.97,2019-11-15T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,2994022.25,2020-05-31T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,Yes,Yes,,861423.31,2019-12-01T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,11183957.92,2020-08-31T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,2200000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,2100000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1900000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1400000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1800000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,2000000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,2800000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1200000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,700000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,2700000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1100000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1500000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1700000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1100000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1200000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,600000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1100000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,900000,,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,1200000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,Under Construction,,,Yes,,1922750,2020-12-01T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,2837915.25,2021-05-31T00:00:00.000,GREEN,GREEN
03 CENTRAL NEW YORK,Under Construction,,,Yes,,4298497.43,2019-06-15T00:00:00.000,GREEN,RED
03 CENTRAL NEW YORK,In Development,2000000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,In Development,17300000,,Yes,,,,,
03 CENTRAL NEW YORK,In Development,800000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,In Development,500000,Yes,Yes,,,,,
03 CENTRAL NEW YORK,In Development,,,,,,,,
