Region,Status,Construction Amount,Federal Funding,State Funding,Local Funding,Current Award Amount,Estimated or Actual Completed Date,Schedule Performance,Cost Performance
08 HUDSON VALLEY,Under Construction,,No,Yes,No,367211,2020-12-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,278400,2019-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,358586,2019-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,2342932.8,2019-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,5473523.4,2020-10-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,13809459.29,2019-10-19T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Under Construction,,No,No,No,42785797.7,2018-07-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,No,No,69818200,2019-05-15T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,1869241,2020-05-15T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,2183745,2019-08-05T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,791575.51,2020-02-07T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,697792.16,2020-01-29T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,3118784.76,2020-06-12T00:00:00.000,RED,RED
08 HUDSON VALLEY,Under Construction,,No,Yes,No,2115444.24,2019-08-31T00:00:00.000,RED,RED
08 HUDSON VALLEY,Under Construction,,No,Yes,No,2537960,2019-10-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,6345112,2019-12-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,16419462.45,2019-12-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,15438114.92,2019-11-26T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,1807886.5,2019-07-31T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,7936047.53,2019-05-31T00:00:00.000,RED,YELLOW
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,55883000,2020-10-16T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,8728869.93,2020-02-05T00:00:00.000,RED,RED
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,13486134.86,2020-08-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,No,No,896475,2019-10-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,No,No,689955.93,2019-10-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,514857.84,2019-07-01T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,2021697.3,2019-07-18T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,Yes,14323356.22,2019-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,1537577,2019-05-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,134111000,2019-09-24T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,2154350,2019-10-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,1390370.5,2019-08-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,3985240.61,2019-05-24T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,23600000,2021-10-28T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,4665137.65,2019-05-29T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,2202105.74,2019-08-07T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,1598423,2019-06-28T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,2638425,2020-10-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,3174612,2020-08-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,517606.02,2020-12-09T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,1801944.81,2019-08-01T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,1084000,2020-05-16T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,1914100,2019-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,No,Yes,No,1913700,2020-11-30T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,6915386.35,2020-09-15T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Under Construction,,Yes,Yes,No,593345,2019-10-01T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,In Development,1100000,No,Yes,Yes,,,,
08 HUDSON VALLEY,In Development,2900000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,2900000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,380000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,450000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,6200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,10600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,28000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,14000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,1100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,1200000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,4800000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,3400000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,3700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,300000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,3200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,4500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,2100000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,2500000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,2300000,No,Yes,Yes,,,,
08 HUDSON VALLEY,In Development,2600000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,1700000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,2200000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,10200000,Yes,Yes,Yes,,,,
08 HUDSON VALLEY,In Development,7300000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,8500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,12200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,5300000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,2100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,11300000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,5100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,7500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,15000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,9000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,3300000,Yes,No,No,,,,
08 HUDSON VALLEY,In Development,5400000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,3500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,25000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,10900000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,4900000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,4200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,2200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,4000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,4100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,8000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,2800000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,1800000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,In Development,26200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,109100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,In Development,40000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,3500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,5500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,380000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,380000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,450000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,450000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,130000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2800000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,130000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2800000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5400000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,15000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,19000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,28000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,23800000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,20000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,20000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,15000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,20000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,11600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1300000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1300000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1300000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,800000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,800000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,800000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,800000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,800000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1200000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1200000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,300000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,300000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,130000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,2000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,30000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,36000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,13000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,3000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,11100000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,36000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,34000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,22200000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,5000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,1800000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,2000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1700000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,600000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1000000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,4000000,No,Yes,No,,,,
08 HUDSON VALLEY,Future Development,130000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,1500000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,,Yes,No,No,,,,
08 HUDSON VALLEY,Future Development,400000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Future Development,400000,Yes,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,No,Yes,No,241900,2018-10-16T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,123302.25,2018-09-27T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1063985.51,2019-04-30T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1404871.72,2018-10-31T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,12401323.24,2018-12-15T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,859930.28,2018-10-19T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,3416310.22,2018-11-07T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1248639.45,2018-10-04T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,2014188.14,2018-12-17T00:00:00.000,RED,RED
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1229023.75,2019-02-19T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,6336332.92,2019-06-07T00:00:00.000,YELLOW,RED
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,623450.8,2019-02-28T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,157626.62,2018-11-20T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,2749260,2018-12-14T00:00:00.000,RED,YELLOW
08 HUDSON VALLEY,Completed Project,,No,Yes,No,6260766.9,2018-12-05T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,14283956.22,2018-12-09T00:00:00.000,RED,YELLOW
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,49522550.26,2018-12-21T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,No,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,No,Yes,No,2643601.11,2018-10-29T00:00:00.000,RED,YELLOW
08 HUDSON VALLEY,Completed Project,,No,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1310600.08,2018-09-15T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,708548.61,2019-03-13T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,1322764.9,2019-06-27T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,,,,
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,2887322.72,2018-11-14T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,3777015.59,2019-04-24T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,5967740.91,2018-11-11T00:00:00.000,GREEN,RED
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,2150533.4,2018-12-13T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,Yes,18639405.95,2018-09-21T00:00:00.000,RED,YELLOW
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,928381.29,2018-10-16T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,2799669.4,2018-10-25T00:00:00.000,RED,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,9135574.42,2018-11-09T00:00:00.000,GREEN,RED
08 HUDSON VALLEY,Completed Project,,Yes,Yes,No,6155019.06,2019-03-25T00:00:00.000,GREEN,GREEN
08 HUDSON VALLEY,Completed Project,,No,Yes,No,446735.9,2018-11-05T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2290716.78,2019-10-31T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,Yes,156496425.9,2020-12-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,1977157.81,2019-12-31T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,3128882.6,2019-11-03T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,190000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,130000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,200000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,240000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,798961.06,2019-09-30T00:00:00.000,RED,GREEN
09 SOUTHERN TIER,Under Construction,,No,Yes,No,1100502.62,2019-11-30T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,1758984,2019-12-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,No,Yes,No,8869252.65,2019-12-01T00:00:00.000,GREEN,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,5125087.55,2020-11-18T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2603260.89,2019-03-10T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2603260.89,2019-03-10T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2603260.89,2019-03-10T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,No,Yes,No,2607582.6,2019-04-20T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,No,Yes,No,2635322.85,2019-04-20T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,No,Yes,No,1302027.06,2019-04-20T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,No,Yes,No,1335270.3,2019-04-20T00:00:00.000,RED,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,5876354.45,2019-11-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2581938.35,2019-11-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,No,No,4358978.16,2019-08-01T00:00:00.000,GREEN,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,3453396.2,2019-11-01T00:00:00.000,RED,YELLOW
09 SOUTHERN TIER,Under Construction,1100000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,1200000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2718919,2020-05-31T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,6444976.6,2021-06-19T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,390000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,6769796,2019-11-30T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,320000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,490000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,2100000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,600000,No,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,10649035.68,2019-08-24T00:00:00.000,RED,GREEN
09 SOUTHERN TIER,Under Construction,390000,Yes,Yes,No,,,,
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2999777.69,2019-10-31T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,590000,2019-10-23T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,1907581.75,2019-12-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,11575575.11,2020-11-18T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,2464200,2019-12-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,499018.1,2019-10-31T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,6437341.2,2019-12-01T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,898840.65,2019-11-08T00:00:00.000,GREEN,RED
09 SOUTHERN TIER,Under Construction,,Yes,Yes,No,1127775.4,2019-12-25T00:00:00.000,GREEN,GREEN
09 SOUTHERN TIER,In Development,1500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2300000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,320000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,220000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,200000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3500000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,4000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2800000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,2000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,3000000,Yes,Yes,No,,,,
09 SOUTHERN TIER,In Development,11600000,Yes,Yes,No,,,,
